START TIME,SERIAL NUMBER,CALIBRATION DATE,A0,A1,A2,B0,B1,C0,C1,C2,E,TA0,TA1,TA2,TA3
2/15/2017 21:15:00,1062,20150701,1.05130000E+00,-1.50000000E-03,3.67050000E-01,-1.95650000E-01,1.56660000E+00,1.05530000E-01,4.42540000E-03,5.61660000E-05,1.10000000E-02,6.68437000E-04,2.60999900E-04,-3.17209500E-07,1.35004700E-07
2/2/2018 22:54:42,1069,20150701,1.05130000E+00,-1.50000000E-03,3.36840000E-01,-2.05670000E-01,1.54440000E+00,1.09780000E-01,4.66560000E-03,6.32530000E-05,1.10000000E-02,7.00642100E-04,2.51878300E-04,5.63669300E-07,1.06632400E-07
